商品編號,商品名稱,單價
396043 , 巧克力狂想曲,99
396048 , 魔爪能量碳酸飲料can355,59
396063 , 韓國CHOCHOsLAB絲滑唇膏純淨蜜桃,280
396064 , 端午贈_舒敏厚棒6/6~6/10,258
396065 , 七星香菸24支,150
396070 , K)RUIYI舒適棉素色長襪-R1007M茶,69
396072 , (贈品)舒潔女性濕式衛生紙14抽,59
396074 , K)摩力諾吸汗速乾短襪-M經典條白,59
396079 , (素)可樂果九層塔口味,35
396080 , K)360度冰絲止滑襪套-黑,59
396087 , (素)可樂果山葵口味,35
396111 , K)360度蕾絲止滑襪套-膚,59
396112 , (專)大肚腩老火白湯,89
396115 , (E)西雅圖雙倍濃縮3+1(盒),175
396120 , K)快潔適熊貓抗菌沐浴乳800ml,219
396124 , 臺虎鳳梨酷樂啤啤酒,99
396132 , K)Luxury防脫落涼感襪套(淡紫),59
396170 , 義大利Zaini驚喜蛋巧克力三入裝,139
396200 , K)Luxury棉質透氣襪套(粉),59
396223 , 107春百齡罈紅璽威士忌超值組,594
396225 , 107春仕高利達金牌威士忌禮盒,480
396230 , 107春八八坑道特級高粱酒禮盒,370
396232 , 鴻運香菸 - Lucky 7號,110
396241 , (時)歐文動物旅行修正帶-大嘴鳥,50
396243 , K)RUIYI舒適棉素色踝襪-R1003M黑,59
396246 , (專)TATAS麻辣鴨血（冬粉）,130
396255 , K)印度綠寶石美肌皂-草本 125g,89
396260 , (E)西雅圖極品大濾掛咖啡(藍山),175
396262 , 費列羅臻品甜點3粒裝,49
396266 , (E)西雅圖極品大濾掛咖啡(極品),175
396280 , K)快潔適小黃鴨抗菌沐浴乳800ml,219
396284 , K)綠的植物抗菌潔手慕斯繽紛水果,159
396293 , K)RUIYI舒適棉素色長襪-R1007M白,69
396299 , 2O)夏日蜜蘋果酒-芒果萊姆,82
396313 , (專)大肚腩四川麻辣湯,89
396314 , 2O)海尼根星銀啤酒330cc瓶,55
396326 , (量)POPCORNERS爆米花脆片-甜辣,101
396332 , K)RUIYI舒適棉條紋船襪-M黑,59
396354 , K)霓淨思超濃縮保濕安瓶面膜4片,299
396357 , (專)TATAS麻辣臭豆腐(冬粉),130
396374 , 2O)可樂娜啤酒500ml罐裝,72
396414 , (時)歐文動物旅行修正帶-衝浪貓,50
396432 , K)RUIYI舒適棉素色踝襪-R1003M茶,59
396435 , (量)POPCORNERS爆米花脆片-海鹽,101
396451 , K)霓淨思超爆水清爽保濕面膜5片,299
396455 , (量)POPCORNERS爆米花脆片-鹹甜,101
396458 , 2O)柏克金德式小麥啤酒330ml,48
396469 , 小甘菊純淨無香護手霜20ml,89
396470 , K)RUIYI舒適棉點點踝襪-M黑,59
396517 , 萊雅三合一卸妝潔顏水保濕型95ml,160
396528 , (區)雙倍起司火腿蛋三明治,39
396536 , T287繽紛泡泡機,199
396547 , 馬爾斯綠星球菸,110
396553 , 馬爾斯長支2毫克菸,100
396561 , 尊爵白金纖細GS,110
396566 , T279磨輪巴士,199
396570 , Pentel自動鋼珠筆-藍色0.5mm,45
396572 , T329家家酒旅行箱,180
396623 , T330手提黏土盒,99
396628 , (熱壓土司)厚起司蛋,65
396646 , T331虎鯨變體組,139
396655 , F158 對戰遊戲-陀螺,120
396665 , 蝦味先原味,32
396667 , 蝦味先香辣,32
396674 , DIY彈力球-1,70
396699 , 萬歲牌蒜味杏仁果隨手包,40
396711 , (預)水豚所長,1480
396712 , (選)福壽100%芝麻油,119
396715 , (神)MJ飛機餅乾-好食,85
396719 , (預)泡泡2件組,630
396728 , (預)收銀機遊戲組,499
396739 , (預)手提貨櫃車,950
396751 , (神)MJ夏緻龍眼花蜜-好食,190
396753 , (7f)立大台灣豬軟骨丁,130
396764 , 舒壓慢回彈-咪貓,199
396773 , (神)MJ嫣紅烏木臼花蜜-好食,190
396779 , (神)MJ數字餅乾-好食,85
396791 , (E)手摘果物小紅莓,39
396802 , 龍舌蘭玫瑰草莓奶酒50ml,69
396815 , (E)手摘果物甘草芭樂乾,39
396823 , 舒壓慢回彈-雞同鴨講,199
396828 , (量)KID-O三明治奶油口味澎拜包,229
396841 , 舒壓慢回彈-咪虎,199
396850 , (E)手摘果物仙楂果,39
396852 , (A)(E)手摘果物無籽梅肉,39
396881 , 舒壓慢回彈-咪咪貓,199
396882 , (量)Pocky百奇-奢華草莓可可棒,199
396890 , 預)多功能霸王龍競速飛車-藍,599
396903 , 預)多功能霸王龍競速飛車-綠,599
396912 , 預)可愛熊聲光彈射彈珠台-綠,899
396914 , 宅)Kikimmy 折疊式溜滑梯-藍色,1480
396929 , (素)飄香栗子粽,189
396963 , 宅)Kikimmy 折疊式溜滑梯-粉色,1480
396995 , 時)31026類氣墊舒服鞋-沙41,399
397008 , 時)31026類氣墊舒服鞋-綠44,399
397026 , 時)31026類氣墊舒服鞋-粉38,399
397035 , (時)QQ麵包造型便利貼,150
397043 , (預)節奏GL-252-4菱格中性筆色包,75
397158 , (單店限定)2oz冰淇淋任選口味,59
397178 , K)雅漾舒護活泉水150ml特惠瓶,450
397200 , (單店限定)加購霜淇淋任口味,49
397202 , (預)時-純棉圓領背心XL+消臭襪組,269
397222 , (預)時-莫代爾彈力平口褲L3入組,249
397255 , 優果甜坊泰奶布丁,49
397276 , 韓國AM香氛護手霜-麝香亞麻,99
397281 , 樂邁晶球FORWARD白20薄荷香菸,95
397293 , (預)時-純棉圓領背心M+消臭襪組,269
397320 , 樂邁晶球FORWARD藍20薄荷香菸,90
397321 , 七星LSS清藍3毫克,125
397323 , (預)時-莫代爾彈力平口褲XL3入組,249
397326 , 韓國AM香氛護手霜-蜜桃,99
397331 , 韓國AM香氛護手霜-乳木果油,99
397333 , 韓國AM香氛護手霜-玫瑰,99
397362 , 牛乳石鹼泡泡入浴劑(琥珀牛奶),99
397371 , 牛乳石鹼泡泡入浴劑(寶石玫瑰),99
397375 , 牛乳石鹼泡泡入浴劑(舒眠花香),99
397376 , (7f)澳洲穀飼無骨牛小排,314
397401 , (預)時-純棉圓領背心L+消臭襪組,269
397407 , (預)時-莫代爾平口褲2XL3入組,249
397419 , 曼陀珠綜合水果汽水口味糖果,28
397423 , 預)德國百靈油100ml+滾珠空瓶*2,2878
397426 , (預)時-莫代爾彈力平口褲M3入組,249
397548 , 妮維雅亮白極致嫩膚乳液125ml,159
397560 , 3oz巧酥牛奶89元,89
397604 , 單球(脆餅)_巧酥牛奶,109
397605 , 經典(杯)_雙重巧酥極炫風,109
397640 , 經典(脆餅)_雙重巧酥極炫風,129
397673 , (7f)立大台灣豬小排丁,150
397680 , (7f)CAB紐約客牛排,545
397703 , (7f)立大冷藏松阪肉方便菜,220
397711 , (7f)立大台灣豬胛心肉,115
397751 , (7f)CAB菲力牛排,535
397758 , (7f)澳洲肩胛里肌牛排,170
397760 , (7f)氣冷雞冷藏里肌肉,99
397802 , (7f)日本奧羽和牛梅花,429
397828 , (7f)氣冷雞冷藏清胸肉,119
397855 , (7f)氣冷雞冷藏翅小腿,89
397857 , (7f)氣冷雞冷藏翅中,99
397862 , 雅方酸菜白肉隨意杯,75
397875 , (量)瑞奇蜂蜜韓式醬味米果,139
397915 , (7f)立大台灣豬腰內肉,105
397974 , LaRose玫瑰冰心涼菸,110
397983 , (7f)立大台灣豬前腿腱子心,115
397997 , (7f)立大台灣豬肋排條,160
398007 , (7f)立大台灣豬僧帽肌,165
398029 , 七星天藍硬盒,130
398031 , 雲絲頓香菸-藍,110
398034 , 雲絲頓香菸-銀,110
398037 , 雲絲頓香菸-紅,110
398038 , 雲絲頓1毫克,110
398064 , 曼秀雷敦Acne抗痘洗面乳,155
398068 , 長壽黃硬盒菸,95
398081 , 皇家寶馬隨選香菸7號,90
398092 , 愛喜藍晶靈香菸4毫克,125
398095 , 寶亨3號香菸,110
398096 , 愛喜薄荷晶球香菸5毫克,125
398102 , (小)百樂門湛藍20支香菸,125
398120 , 尊爵白金G10,110
398121 , 萬寶路20支香菸,120
398122 , 2O)台啤特釀清香美人500ml罐裝,99
398124 , 寶亨6號香菸,110
398128 , 尊爵白金G6,110
398133 , (小)愛喜香煙4毫克,115
398148 , 寶亨9號mojito雙晶球香菸,110
398156 , 寶亨Mojito1號晶球香菸,110
398170 , (時)Tombow自動鉛筆/橡皮擦,120
398180 , 維珍妮冰珠20支薄荷香菸,135
398202 , 雲摩爾XS香菸-銀20支,110
398218 , 七星雙味晶球5毫克,125
398222 , 雲摩爾XS1毫克20支,110
398236 , 臺虎朦朧接骨木莓啤酒,89
398243 , 寶亨Mojito香菸,110
398255 , 寶亨1號香菸,110
398258 , (小)愛喜紫晶靈香菸1毫克,125
398259 , 雲摩爾XS香菸-紅20支,110
398263 , 樂迪25-藍 25支,100
398264 , 樂邁晶球FORWARD雙紫20薄荷菸,95
398265 , 樂迪25-紅 25支,100
398281 , (預)節奏GL-251-4果凍中性筆色包,75
398289 , 尊爵G3,100
398290 , 尊爵G2,110
398314 , (預)節奏SN-309-2圓角五色便利貼,39
398328 , (預)節奏H-1512-6柔色亮彩螢光筆,69
398333 , 風格纖細薄荷香菸,145
398359 , 越南HISandHERS甜味腰果,129
398379 , 義美花生煎餅,45
398412 , 伊比利豬嚴選火鍋片,189
398452 , 皇家寶馬隨選香菸4號,90
398595 , OPEN小將-智利富士蘋果袋,55
398601 , 伊比利豬去皮豬五花火鍋片,139
398631 , (預)節奏SN-252-2圓角五色便利貼,33
398645 , K)RUIYI舒適棉條紋船襪-M米白,59
398650 , K)霓淨思高效保濕零觸感面膜3片,299
398657 , (專)泡麵人生豬五花肉片100g,59
398661 , 選)威雀蘇格蘭威士忌雪莉特選700,469
398692 , (開)紐西蘭愛妃蘋果切片家庭號,119
398708 , (開)美國櫻桃300g,415
398715 , 紐西蘭愛妃蘋果切片,59
398717 , 紐西蘭水蜜桃蘋果2入袋,75
398729 , K)預 SOLINOTES淡香精 麝香50ml,950
398732 , 滷味蘭花干,25
398740 , 滷味蘿蔔,20
398765 , K)預OZIO蜂王乳QQ潤白凝露 75g　,1690
398790 , K)預 SOLINOTES淡香精 柚子15ml,450
398795 , K)預 SOLINOTES淡香精 玫瑰50ml,950
398796 , K)預SOLINOTES淡香精 小蒼蘭50ml,950
398797 , 滷味天婦羅,20
398799 , K)預 寶拉珍選 2%水楊酸身體乳,1220
398800 , K)預 SOLINOTES淡香精 棉花15ml,450
398803 , K)預 SOLINOTES淡香精 雪松15ml,450
398819 , K)預 OZIO蜂王乳凝露 75g　,980
398843 , 大衛杜夫醇萃香煙20支,110
398851 , 金裝大衛杜夫香菸,135
398860 , 哈根達斯仲夏野莓迷你杯,129
398861 , OPEN!滋露巧香果巧克力風味米果,15
398874 , (寵)SHEBA誘惑泥鮪魚+鮪魚海鮮味,95
398876 , (寵)Sheba日式鮮饌包 海陸總匯,39
398892 , G)法國玫翠思馬賽皂-經典橄欖,99
398900 , 萬寶路冰球MEGA20支薄荷香菸,120
398901 , G)法國玫翠思植物皂-薰衣草,99
398904 , (寵)Sheba日式鮮饌包 鮮魚總匯,39
398908 , 春上布丁蛋糕-真の布丁蛋糕,280
398918 , 寶亨綠SAWA香菸,110
398919 , 七星LSS清藍5毫克,125
398923 , G)法國玫翠思植物皂-檸檬馬鞭草,99
398946 , 萬寶路紅工藝CRAFTED20支香菸,110
398971 , (專)西北素火鍋料,99
398977 , (專)口下噗口下噗嚴選火鍋料,99
398982 , 萬寶路金工藝CRAFTED20支香菸,110
398985 , (小)黑船長原味小雪茄,155
399020 , 春上蛋糕杯-手沖泰奶,89
399027 , 倫敦登喜路精裁4毫克香菸,135
399028 , (專)綜合魚丸天婦羅,350
399056 , 倫敦登喜路精裁7毫克香菸,135
399064 , (預)時-輕隱感隱形襪網眼3入組,129
399075 , (預)時-輕隱感隱形襪極透3入組,129
399077 , (預)SNOOPY印花連帽罩袍-兒童,299
399096 , (預)SNOPPY印花擦拭巾-好心情,99
399141 , (預)瞬間吸水涼感毛巾二入組,199
399147 , (預)SNOPPY印花擦拭巾-好朋友,99
399151 , (吊)水果玉米棒,49
399157 , (預)史努比超吸水止滑踏墊-太空,199
399160 , (預)史努比超吸水止滑踏墊-晚安,199
399184 , (預)SNOOPY印花連帽罩袍-成人,499
399213 , (預)史努比超吸水止滑踏墊-烤肉,199
399234 , (預)史努比超吸水止滑踏墊-畫畫,199
399241 , (預)SNOPPY印花擦拭巾-愛耍酷,99
399268 , (預)薄荷奶油色系電話線髮圈,99
399274 , 頌丹樂-泰式烤雞冷麵,89
399290 , 永備碳鋅電池4號4入,89
399299 , (蔬)香鬆紫米風味飯糰,49
399306 , 金馬(蔬)香鬆紫米風味飯糰,54
399312 , 永備碳鋅電池3號4入,89
399339 , (離)泰式椰汁綠咖哩雞肉飯(辣),98
399341 , ★阜杭豆漿-經典飯糰,45
399342 , 媚比琳終極摩天濃防水睫毛膏,390
399351 , ★(金馬)阜杭豆漿-經典飯糰,50
399381 , (離)頌丹樂-遇見泰式打拋雞拌麵,109
399383 , 麻油雞飯糰,49
399386 , (離)奶油蛋黃醬培根義大利麵,98
399393 , (金馬)麻油雞飯糰,54
399401 , (離)頌丹樂-泰式烤雞冷麵,98
399425 , (專)日本青森扇貝貝柱,219
399430 , 頌丹樂-遇見泰式打拋雞拌麵,99
399432 , 鴻運雙晶球薄荷香菸-紫X綠,110
399441 , (素)Hoya植物肉乾-台式鹹酥雞,39
399451 , 儂儂包覆毛巾底大腳跟男棉襪藍色,69
399453 , 儂儂包覆毛巾底大腳跟男棉襪灰色,69
399478 , (小)百樂門20支香菸,125
399487 , 雲摩爾XS長支-紅20支,115
399490 , 雲摩爾XS長支-藍20支,115
399491 , (離)極饗-香腸雙拼便當,98
399493 , 樂迪25香白4毫克25支,110
399497 , 皇家寶馬薄荷晶球香菸5號,95
399499 , 奶油蛋黃醬培根義大利麵,89
399507 , 雲絲頓紫旋風20支,100
399515 , 峰香煙硬盒,160
399520 , SF玉米棒海苔風味-吉伊卡哇版,19
399525 , 七星風藍硬盒,130
399532 , SF玉米棒起司風味-貓福珊迪版,19
399539 , 峰黑20支,160
399542 , 七星酷藍20支,125
399546 , 七星冰晶長支6毫克20支,125
399548 , 峰白金20支,160
399552 , 七星酷銀20支,125
399556 , (7L)SF玉米棒芥末雞汁-貓福珊迪,19
399559 , 七星酷黑20支,125
399565 , 佳士達 5毫克,150
399570 , SF玉米棒濃湯風味-吉伊卡哇版,19
399577 , (7L)一榮檸檬鱈魚絲6g,29
399587 , (專)日本和牛雪花火鍋片,749
399588 , 佳士達7毫克,150
399590 , 一榮烤干貝唇5g,29
399592 , SF蠟筆小新巧克力風味銅鑼燒2入,39
399601 , 七星冰晶長支1毫克20支,125
399606 , (7L)扇屋點心長起司條8g,29
399635 , 水蜜桃霜淇淋,49
399636 , 雲摩爾XS香菸-藍20支,110
399643 , (熱弁當)蘑菇豬排飯,90
399648 , 七星天藍軟包,130
399649 , 七星特仕天藍,135
399653 , 七星硬盒20支,130
399666 , 喜年來海苔蛋捲首選禮盒,240
399673 , 好時牛奶巧克力(片裝),39
399711 , 義美手感烘焙蛋捲禮盒,398
399717 , K)高視能鐵塔棕日拋10入-0.00,299
399740 , K)高視能鐵塔棕日拋10入-1.00,299
399750 , (吊)(選)老新台菜醬香筍干焢肉,65
399761 , (專)石二鍋爆香石頭鍋640g,249
399765 , (熱弁當)無骨炸雞排飯,90
399766 , K)高視能鐵塔棕日拋10入-1.50,299
399771 , K)高視能鐵塔棕日拋10入-2.00,299
399785 , K)高視能鐵塔棕日拋10入-2.50,299
399791 , K)高視能鐵塔棕日拋10入-2.25,299
399796 , K)高視能鐵塔棕日拋10入-3.00,299
399806 , K)高視能鐵塔棕日拋10入-3.25,299
399811 , K)高視能鐵塔棕日拋10入-3.50,299
399818 , K)高視能鐵塔棕日拋10入-3.75,299
399820 , K)高視能鐵塔棕日拋10入-4.00,299
399825 , K)高視能鐵塔棕日拋10入-4.25,299
399828 , K)高視能鐵塔棕日拋10入-4.50,299
399830 , 哈根馬卡龍冰淇淋-草莓/巧克力,249
399833 , 哈根馬卡龍冰淇淋-草莓/巧酥,249
399840 , K)高視能鐵塔棕日拋10入-4.75,299
399842 , K)高視能鐵塔棕日拋10入-5.00,299
399844 , K)高視能鐵塔棕日拋10入-5.25,299
399851 , K)高視能鐵塔棕日拋10入-5.50,299
399855 , 預)飛龍ORENZ自動鉛筆0.5+10色組,1090
399862 , K)高視能鐵塔棕日拋10入-5.75,299
399864 , K)高視能鐵塔棕日拋10入-6.00,299
399881 , K)高視能鐵塔棕日拋10入-6.50,299
399887 , 統一脆麵五合一袋,50
399892 , K)高視能鐵塔棕日拋10入-7.00,299
399902 , K)1028服服貼貼遮瑕膏110白皙,300
399904 , (素)大瑪螺螄粉,139
399909 , 預)SD-36308B哩扣畢冊+內頁組-藍,144
399911 , K)1028服服貼貼遮瑕膏120裸膚,300
399918 , 預)SD-25309C柴之助輕便畢冊-黑,56
399923 , 活動)端午AB原味優酪乳517ml2入,98
399943 , K)1028空氣定格粉餅EX100白皙,400
399949 , *紅牛能量飲料355ml,85
399954 , K)1028空氣定格粉餅EX105柔白,400
399961 , 特)KS晶亮洗碗精,409
399962 , 特)KS檸檬香洗碗錠洗碗機專用,559
399968 , PLUS剪刀,85
399976 , K)1028空氣定格粉餅EX108嫩膚,400
399977 , K)1028空氣定格粉餅EX110粉膚,400
399989 , 區)馬祖林義和工坊紅麴老酒,180
399996 , K)1028空氣定格粉餅EX120自然,400
400003 , 頌丹樂泰奶生乳捲,69
400004 , 月桂冠完熟梅酒原酒450ml,519
400006 , K)1028精算師持色細眉筆BG11墨棕,180
400007 , 107年春約翰走路18年威士忌禮盒,1890
400009 , K)1028我型我塑持色眉筆EX-BG06,320
400014 , 特)KS超濃縮清新香洗衣精,899
400015 , 特)KS專業級濃縮洗衣粉,969
400018 , 特)KS強效洗衣膠囊,969
400019 , K)1028我型我塑持色眉筆EX-BR02,320
400021 , K)1028我型我塑持色眉筆EX-GR03,320
400028 , 特)KS超細纖維擦拭布36入,649
400043 , K)1028我型我塑持色眉筆EX-BR10,320
400045 , 冰皮草仔粿(芒果綠豆沙口味),55
400048 , K)1028我型我塑持色眉筆EX-GR08,320
400057 , 107春軒尼詩X.O 2018限量禮盒,5999
400064 , 107年春約翰走路黑牌禮盒,820
400065 , 特)活氧萬用去漬粉,799
400066 , 107春朵麗卡紅酒雙入禮盒,536
400068 , K)1028我型我塑持色眉筆EX-BR04,320
400073 , 特)KS三層抽取式衛生紙,429
400074 , 特)KS餐巾紙,499
400076 , 特)KS三層盒裝面紙,499
400081 , 107春紳藍經典威士忌禮盒,520
400085 , 特)科克蘭柔軟無香精嬰兒濕巾,759
400096 , 特)KS滋潤洗髮精一公升,459
400108 , 特)KS柑橘香沐浴乳,499
400109 , 107春格蘭利威12年威士忌禮盒,1099
400115 , (預)兩用筆電保護包-SO-SU-U十數,699
400127 , 107春風獅爺特級高粱酒禮盒,688
400130 , 特)澳洲製植物精油洗手液,369
400136 , 特)KS乳木果油香皂(15入),629
400142 , 舒潔雲絨舒適抽取衛生紙90抽,35
400170 , (預)雙層帆布托特包-SO-SU-U十數,399
400187 , G)Bourbon Fet 蘇打口味軟糖,49
400192 , 海倫仙度絲去屑洗髮乳750克-薄荷,289
400193 , K)專科水潤保濕化妝水(清爽型),390
400198 , (活動)純喫茶省五元折價券,0
400203 , K)專科水潤保濕化妝水(滋潤型),390
400205 , 韓味覺香炒辣椒酥脆洋芋片,59
400207 , K)專科水潤保濕水凝露,500
400208 , K)專科水潤保濕乳液,390
400209 , G)韓國2080潔白牙膏,139
400210 , K)專科水潤保濕輕乳霜,500
400218 , 2O)Orion沖繩釀酒獅-頂級淡愛爾,89
400249 , 107春裸雀威士忌禮盒,1099
400252 , 107春絕對伏特加禮盒,550
400260 , 107春雪樹伏特加禮盒,999
400264 , GODIVA焦糖蘋果牛奶巧克力雪糕,109
400269 , 小鹿山丘12H長效防蚊液20ml,249
400272 , 107春軒尼詩VSOP2018限定禮盒,1700
400295 , 頌丹樂四季泰好西米雪糕,49
400298 , LOTTE爽冰淇淋-雙桃優格口味,69
400316 , 107年春約翰走路金牌禮盒,1390
400328 , G)大雷神巧克力風味餅乾,35
400431 , 倫敦登喜路隨選Switch香菸3號,135
400436 , 隨-霜淇淋10支390元,390
400437 , (時)節奏GL-152 0.5中性筆玫瑰金,18
400445 , (量)一匙靈極效洗衣霸 24入室晒,235
400464 , 雀巢咖啡三合一香滑原味盒裝,99
400508 , (時)飛龍自動鉛筆組AL405-PP粉紅,50
400520 , (時)飛龍自動鉛筆組AL405-Pk粉綠,50
400536 , (時)飛龍自動鉛筆組AL405-PV粉紫,50
400538 , (時)飛龍自動鉛筆組AL405-PC粉藍,50
400543 , (時)節奏GL-151 0.5中性筆 紅,18
400552 , (區)台塑有機薑,50
400558 , 伯朗咖啡CAN240(六入),180
400562 , (時)節奏GL-151 0.5中性筆 藍,18
400594 , (時)節奏GL-151 0.5中性筆 黑,18
400598 , (時)節奏GL-152 0.5中性筆岩石藍,18
400599 , (時)節奏GL-152 0.5中性筆海藍,18
400608 , 大樂邁藍25支香菸,100
400612 , 萬寶路金20支香菸,120
400622 , 萬寶路黑冰香菸,120
400628 , 大樂邁紅25支香菸,100
400685 , (區)台塑有機蒜頭,38
400693 , 酷聖石 阿法淇朵,99
