商品編號,商品名稱,單價
385706 , 紅櫻花Hello Kitty大圓滿禮盒,799
385708 , @日本本田鐵火燒綜合煎餅禮盒,580
385751 , @美心原味雞蛋卷(20條裝),780
385775 , (量)盛香珍蘋果肉桂厚捲燒,45
385783 , Opera女人節提袋,0
385789 , (開)聖女番茄500g,99
385820 , 角落小夥伴牛奶餅乾造型桶禮盒,439
385823 , @熊抱哥Lets Go蜂蜜薄餅禮盒,420
385854 , 金鑽鳳梨汁(大),79
385862 , @美心流心四式月餅(8入),1890
385875 , @美心香滑奶黃月餅(8入),1700
385892 , @美心低糖蛋黃蓮蓉月餅(6入),1850
385898 , @HelloKitty方塊酥X馬克杯禮盒,489
385938 , @美心X小小兵蛋黃蓮蓉月餅,1590
385949 , *Tiger虎牌啤酒485ml罐,48
385997 , Sheba主食金罐白身鮪魚及蟹肉85g,50
385999 , (A)維力炸醬麵重量碗,35
386027 , 桂格人蔘益氣禮盒(12入),799
386032 , 御茶園特上檸檬茶TP330,15
386045 , Cheers氣泡水PET500,32
386073 , 天仁雅沏茶禮禮盒,688
386097 , 好想兔-手提箱脆燒禮盒,420
386099 , (區)白沙屯媽祖櫻花梅酒,399
386114 , 酷聖石草莓脆脆杯,119
386136 , 酷聖石香草巧克力脆脆杯,119
386145 , 酷聖石蜂蜜冰心蛋糕,79
386156 , @廣富號藥師紅茶雙味曲奇禮盒,499
386180 , 好事花生禮盒,599
386197 , (量)盛香珍蒙布朗栗子風味巧克酥,45
386212 , (量)盛香珍大甲芋頭薄燒,45
386213 , (量)盛香珍楓糖奶油千層酥,45
386227 , 單球(杯)_微醺葡萄,89
386255 , 單球(脆餅)_微醺葡萄,109
386267 , Sheba金罐鮮湯白身鮪魚85g,50
386380 , (量)盛香珍蜂蜜奶油蝴蝶酥,45
386400 , (關)玉米筍,15
386429 , 喜年來原味蛋捲典雅禮盒,399
386453 , 立頓萃香奶綠535ml,28
386479 , (銷)海尼根星銀啤330ml6入組,294
386528 , 統一麥香綠茶TP375,15
386532 , 關東煮-台式辣醬,0
386538 , Pocky草莓粒粒巧克力棒,99
386539 , Pocky杏仁巧克力棒,79
386565 , 大道特級玫瑰葡萄酒0.75L,239
386568 , 翠果子HelloKitty限定米果禮盒,199
386576 , 奇美香辣鮮肉包,25
386585 , 信長黃金至高貢品奶油蝦派,535
386607 , (量)溶漿夾心曲奇巧克力風味,45
386627 , 角落小夥伴-高鈣牛奶片禮盒,490
386655 , 酷聖石巧酥牛奶冰銅燒,79
386656 , (銷)波蜜柳橙汁飲料TR900,39
386668 , 112年春約翰走路綠牌威士忌禮盒,1099
386722 , 112年春蘇格登12年醇雪莉版禮盒,1430
386736 , 軒尼詩VSOP2022繽紛假期限量版,1870
386756 , 112春仕高利達金雪莉威士忌禮盒,550
386778 , 112春仕高利達金牌威士忌禮盒,480
386815 , 預)絨毛可吊掛玩偶筆袋-貓咪,499
386835 , 喜年來金牛角(原味),30
386860 , (串)SNOOPY史努比可可球四連,79
386861 , (串)SNOOPY史努比起司球四連,79
386877 , (區)東大興魚鬆小丸子米果,139
386885 , Hello Kitty雪米餅-花舞禮盒(紫),450
386948 , (量)潘婷絲質順滑洗髮乳950克,219
386986 , 質立希臘式優格(蜂蜜),35
387006 , 口袋喵手握式暖暖包2片組(10入),160
387025 , 農搾檸檬飲375ml,30
387026 , 大脆餅(出清),20
387040 , 桂格養氣人蔘盒裝76瓶附棉花糖機,4999
387049 , 112年春約翰走路金牌威士忌禮盒,1390
387055 , 娘家熬雞精58入行李箱組,5999
387066 , 正官庄高麗蔘野櫻梅飲9入禮盒,699
387068 , 日本紅帽子禮盒(紅),1050
387077 , 日本獅王成人旅行組,89
387140 , (選)金賓美國波本威士忌700ml,480
387168 , 歐洲假期金蘋果精緻巧克力禮盒,888
387169 , Jo Malone限量5入香水禮盒,3599
387176 , ACE 奔跑兔遊戲軟糖禮盒,439
387177 , OPEN!綜合米果禮盒,299
387198 , OPEN!吃甜甜年糖禮盒,350
387208 , (關)爆汁新星腸,20
387212 , 我的健康日記體內欠環保單日份,49
387213 , 我的健康日記好像吃太油單日份,49
387216 , 白蘭氏旭沛蜆精41ml,51
387225 , 汪喵星球-春節限定禮盒-狗狗專屬,390
387245 , 老協珍力氣禮盒,899
387250 , 雪印北海道100手撕起司棒(原味),139
387257 , (區)枝仔冰城懷鄉麵茶(原味),165
387263 , (開)智利啤梨800g,145
387270 , OPEN!兔年戳戳樂開運禮盒,350
387289 , 老協珍象印烤盤熬雞精組14入9盒,14292
387329 , 怪獸部落-佛跳牆開運獻禮,338
387339 , 萬歲牌珍珠開心果,130
387342 , 麥香奶茶TP375(6入)_畢業禮盒,90
387349 , HeroMama-吃雞發財-狗狗雞腿禮盒,388
387354 , 麥香綠茶TP375(6入)_畢業禮盒,90
387376 , 麥香紅茶TP375(6入)_畢業禮盒,90
387386 , 新東陽糕點刮刮樂禮盒,399
387391 , 112年春約翰走路15年雪莉禮盒,1430
387395 , 白蘭氏葉黃素飲+卡娜赫拉行李箱,3799
387447 , 裸鑽雪莉x沛綠雅聯名新春禮盒,950
387464 , 天地合補葉黃素功能飲,69
387500 , 農心辛拉麵(包),49
387559 , 哈根達斯香草藍莓馬卡龍冰淇淋,129
387562 , (量)潘婷乳液修護洗髮乳950克,219
387567 , 哈根達斯香草藍莓馬卡龍脆皮雪糕,129
387570 , 雪印北海道100手撕起司棒(煙燻),139
387571 , (關)筊白筍,25
387596 , G)韓國露比年糕餅乾(起司口味),19
387599 , (區)福記紅豆紫米粥360g(盒),70
387601 , G)韓國露比年糕餅乾(甜辣口味),19
387624 , 瑪榭環保冰涼紗袖套-無手型,119
387628 , (預)摩力諾吸水速乾乾髮帽二入,259
387639 , (預)超細纖維美容護髮帽二入,299
387677 , (區)黑橋牌肉酥堅果海苔燒,150
387777 , (區)御料小館大溪滷豆干,59
387795 , 美心精緻原味雞蛋卷 (36件裝),659
387806 , 御料小館紫米十穀飯,30
387834 , (預)超吸水舒柔蓬鬆加長浴巾-藍,399
387849 , (預)超吸水舒柔蓬鬆加長浴巾-棕,399
387898 , 預)海尼根星銀啤酒3D悠遊卡組,729
387928 , (選)氟碘鹽,63
387961 , 法國EVIAN依雲天然礦泉水PET500,55
387970 , @元本山OPEN!綜合海苔禮盒,369
387971 , (預)超吸水舒柔蓬鬆加長毛巾三入,299
387973 , 星太郎超寬條餅-勁辣口味,39
387982 , 瑪宣妮 輕巧旅行組,150
387985 , 元本山唐老鴨造型步高升海苔禮盒,349
388015 , G)韓國Frudia鮮果水潤防曬霜,399
388033 , G)韓國Frudia青葡萄控油防曬乳,399
388060 , (預)超吸水舒柔蓬鬆加長浴巾-紫,399
388070 , 順天本草燕窩龜苓膏6入禮盒,750
388089 , 佳倍優均衡補養禮盒,450
388092 , K)Za經典旋轉眉筆-灰棕GY951,220
388104 , 綜合髮飾組 GK-129,79
388110 , 曼秀雷敦粉漾變色潤唇膏-蜜桃粉,159
388116 , 日本貝印安全修眉刀 GK-123,39
388118 , 便利可折梳,59
388151 , 卡特熊熊-法式楓糖千層派,239
388182 , K)Za經典旋轉眉筆-淺棕BR771,220
388188 , 樂天小熊餅-蘋果派風味,49
388195 , 迪士尼Ufufy 牛乳風味捲心酥,40
388196 , K)萊雅水能量保濕機能水120ml,299
388205 , G)新加坡IRVINS鹹蛋黃魚皮,99
388226 , OPEN!葡萄汽水風味跳跳棉花糖,89
388227 , G)新加坡IRVINS嗆辣鹹蛋黃魚皮,99
388235 , K)Crest極致鑽白牙膏-鑽亮炫白,230
388237 , K)Crest極致鑽白牙膏-鑽感薄荷,230
388239 , G)法國普拉媽媽奶油餅乾禮盒,299
388253 , OPEN!乖乖玉米脆條牛奶糖風味,30
388255 , K)Za經典旋轉眉筆-深棕BR611,220
388308 , 台灣高鐵樂趣列車組,895
388328 , 亞培安素菁選原味HMB,95
388342 , K)ES甜蜜愛戀奢華香水洗髮精,339
388370 , 台灣高鐵創意軌道組,1495
388371 , (區)崇德發減糖黑麥汁330ml,49
388391 , 綜合髮束組 GK-114,59
388411 , 哈囉高鐵明信片,40
388414 , 閱讀高鐵明信片,40
388416 , K)ES永恆珍愛奢華香水洗髮精,339
388446 , 滿天星OPEN!總匯海苔馬鈴薯口味,45
388452 , 統一生機無調味綜合堅果,39
388484 , Binggrae草莓牛奶200ml(6入),294
388489 , Binggrae香蕉牛奶200ml(6入),294
388495 , K)露得清薰衣草低敏柔膚卸妝棉,199
388506 , K)多芬去角質磨砂膏櫻花甜香,419
388507 , 超人力霸王爆米花組合包,99
388518 , (蔬)雙色地瓜起司三明治,45
388522 , (吊)富錦樹口水雞,59
388526 , (素)大瑪鹹水G-檸檬風味椒鹽,149
388529 , G)日本黑雷神香草一口巧克力餅乾,39
388534 , Binggrae香草牛奶200ml(6入),294
388544 , (素)大瑪-豆乳炸G,149
388571 , (素)大瑪-卡拉G米花,149
388577 , 優果甜坊杏仁豆腐,40
388590 , (熱壓土司)丹麥紅豆麻糬,60
388593 , K)專科全效防曬水凝乳,400
388606 , 福樂Q果葡萄奇異果優酪135G,35
388613 , K)蕾妮亞特薄日用加長25cm14片x2,175
388624 , K)多芬去角質磨砂膏石榴與乳木果,419
388634 , 立頓奶茶TP330,15
388637 , K)ES永恆珍愛奢華香水潤髮乳,339
388645 , K)凡士林5D極護水感防曬乳 170ML,399
388648 , K)EZGO棉感日拋毛浴巾旅行組-F,65
388653 , K)HCL彩色泡泡沐浴巾BO-6643,59
388686 , K)我的心機維他命C亮白防曬噴霧,199
388693 , K)OSIS+黑炫風定型噴霧 300ml,350
388699 , K)Farcent香水旅行組-微醺小蒼蘭,199
388713 , K)Biore高防曬潤色隔離乳-膚色,230
388719 , K)Biore含水防曬水珠噴霧小蒼蘭,350
388734 , K)雪芙蘭超水感晶透水霧防曬噴霧,279
388759 , (開)紅肉西瓜家庭號,109
388766 , K)OSIS+黑炫風定型噴霧 100ml,250
388778 , K)日本獅王終結口氣舌苔清潔棒,99
388783 , K)沙宣彈性波浪慕絲150ml,139
388788 , K)專科全效抗汗防曬乳,290
388790 , K)靠得住完美封漏好眠褲L號2片,118
388808 , (糖)不二家 麵包超人水果QQ糖,59
388972 , 濃郁布丁霜淇淋霜料,0
389021 , 可樂果黑胡椒毛豆口味,35
389023 , 噶瑪蘭葡萄酒桶威士忌(蒸餾器),1050
389024 , 古早味醃芭樂,55
389027 , 可樂果鹹酥魷魚口味,35
389032 , 愛文芒果單入裝,65
389043 , 噶瑪蘭波特桶威士忌(蒸餾器),1050
389130 , 金莎心型禮盒,189
389206 , 黃金蝦排堡,89
389227 , 星宇航空-雙醬雞排咖哩飯,99
389287 , 噶瑪蘭波本桶威士忌(蒸餾器),900
389290 , 噶瑪蘭經典獨奏VINHO威士忌原酒,3500
389299 , 富錦樹-剝皮辣蝦滑蛋燴飯,99
389310 , 納多利起司魚板棒,179
389325 , (五)YBC鹽味玉米脆餅,79
389326 , (五)YBC濃厚巧達起司玉米脆餅,79
389346 , (離)星宇航空-雙醬雞排咖哩飯,109
389352 , 富錦樹寶島炒炊粉,69
389383 , (離)富錦樹-剝皮辣蝦滑蛋燴飯,109
389384 , 106秋麥卡倫黃金三桶 12年禮盒,1310
389389 , 106秋風獅爺特級高粱酒禮盒,688
389398 , (澎)TAIWAN BEER海島·風啤酒,48
389420 , (2串)五月花新柔韌抽衛,576
389427 , (離)極饗-嘉義風味雞肉飯,87
389446 , 106年秋約翰走路黑牌禮盒,820
389449 , (素)MOCKNOT金脆玉米角(香辣),49
389450 , 滿漢大餐Gold熗牛肉麵碗,89
389452 , 106秋紳藍經典威士忌禮盒,520
389454 , 106秋朵麗卡紅酒雙入禮盒,536
389455 , 極饗-嘉義風味雞肉飯,79
389465 , (素)素日子-家傳香菇麵線羹,80
389467 , (素)素日子-經典台式炒炊粉,88
389468 , 傑卡斯Simply Red紅酒杯限量組,499
389470 , 和風中華冷麵,89
389477 , 106秋百齡罈紅璽威士忌超值組,594
389485 , 106秋軒尼詩V.S.O.P 禮盒,1700
389487 , 106秋仕高利達金牌威士忌禮盒,480
389528 , 滿漢大餐Gold金牛肉麵碗,89
389597 , 富錦樹-口水雞冷麵,89
389607 , (離)富錦樹-口水雞冷麵,98
389616 , 韓式泡菜燒肉拌麵,89
389620 , (離)韓式泡菜燒肉拌麵,98
389693 , 克補+鐵膜衣錠30錠裝,269
389729 , 克補+鋅膜衣錠30錠裝,269
389732 , 森永in果凍（膠原蛋白）,42
389801 , 大傘面直傘-SO-SU-U十數,299
389830 , 自動開收折傘-明麗,499
389837 , 豆腐村泡菜豆腐煲,199
389881 , 日本NIJIYA海鹽太妃糖雪派,79
389929 , (滷)雞胗串(整包6串),210
389966 , (區-訂1來1箱)黃大目隨緣香Q干,199
389967 , (區)海瑞炊粉600G,149
389974 , (預)寵愛媽咪髮飾禮盒(天空藍),499
389978 , (區)高鐵Q版迴力車,100
389985 , (預)寵愛媽咪髮飾禮盒(溫柔粉),499
389996 , (預)寵愛媽咪髮飾禮盒(夏日黃),499
390002 , 富錦樹-經典蒼蠅頭飯糰,42
390016 , (澎)富錦樹-經典蒼蠅頭飯糰,47
390046 , (金馬)富錦樹-經典蒼蠅頭飯糰,47
390050 , 白花油凝露-薄荷菁蒂(蛋黃哥),180
390062 , 炙燒明太子鮭魚飯糰(圓),42
390080 , (澎)炙燒明太子鮭魚飯糰(圓),47
390087 , (金門)炙燒明太子鮭魚飯糰(圓),47
390175 , 福樂鮮攪黃金烏龍茶歐蕾600ml,42
390189 , 妙潔超薄型手套3雙入,45
390300 , EF中性襪2入,99
390305 , EF超短襪2入,89
390393 , (量)柿原SNOOPY宇治抹茶夾心蛋糕,179
390452 , G)味覺糖可樂口味冰晶軟糖,29
390454 , G)味覺糖巨峰葡萄口味水軟糖,29
390855 , G預)越南麝香貓咖啡豆,399
390900 , (哈)香蒜鮮奶厚片吐司,55
390926 , 佳合白蘭地葡萄厚奶香夾心,38
390979 , BonOBon草莓夾餡可可製品,15
391005 , 桂格無糖養氣人蔘禮盒8入,479
391015 , 金牌ONE啤酒330ml6入Casetify,199
391038 , (A)養樂多100cc5罐裝,40
391120 , 桂格養氣人蔘雞精禮盒,385
391127 , BonOBon巧克力夾餡可可製品,15
391147 , (糖)NISSIN TOMICA 汽車圖案餅乾,79
391173 , 老協珍人蔘精麥蘆卡蜂蜜(7入),469
391208 , (預)時-輕隱感隱形襪直紋3入組,129
391237 , (預)時-輕隱感隱形襪格紋3入組,129
391244 , 頌丹樂-泰式打拋豬肉飯,89
391248 , (節)順天堂-平安防禦飲,480
391260 , (飾)Dafuio holiday髮箍 256 99,99
391268 , 泰式椰汁綠咖哩雞肉飯(辣),89
391271 , (飾)Dafuio holiday髮夾723 59,59
391272 , (飾)Dafuio holiday髮束 188 59,59
391283 , (銷)哈根達斯草莓雪糕,129
391286 , (銷)哈根達斯淇淋巧酥雪糕,129
391288 , (銷)哈根達斯巧克力脆杏仁雪糕,129
391295 , (離)香格里拉-醬皇牛肉飯,120
391311 , (飾) 零錢包鑰匙圈041 179,179
391312 , 香格里拉-醬皇牛肉飯,109
391319 , (飾) 鴨子鑰匙圈-119 179,179
391320 , (飾)Dafuio鴨子髮箍-157 139,139
391322 , (飾)Dafuio洗臉卸妝髮帶-225 109,109
391324 , (飾)Dafuio日系毛絨髮箍-218 109,109
391336 , (飾)Dafuio HBD生日髮箍201 139,139
391355 , 統一陽光豆無加糖豆漿1858ml,90
391365 , (7L)SF海苔梅子口味-蠟筆小新版,29
391374 , 美麗日記保濕能亮黑珍珠面膜6,250
391377 , (量)波的多洋芋片美式辣雞翅風味,59
391391 , (量)華元鹹蔬餅,59
391407 , Extra潔淨無糖口香糖-青蘋萊姆,49
391447 , 極饗-香腸雙拼便當,89
391477 , 馬爾斯長支5毫克菸,100
391481 , 統一陽光糙米漿1858ml,90
391529 , (7L)SF原味海苔-蠟筆小新版,29
391536 , (7L)SF益生菌蒟蒻果凍(原味),39
391555 , (7L)SF圈圈餅-蠟筆小新款,25
391568 , (7F)紐西蘭炫麗蘋果3入袋裝,139
391581 , (7L)SF可可甜甜圈-蠟筆小新版,25
391584 , (7F)美國空運酪梨2入/盒,219
391586 , (7L)勁仔手撕素肉(甜麻味)20公克,20
391589 , (7F)美國黃檸檬600g/袋,159
391590 , (7L)勁仔手撕素肉(燒烤味)20公克,20
391593 , (7F)美國砂糖橘450g,129
391611 , (7F)祕魯麝香葡萄500g,259
391633 , 迪士尼TsumTsum雙球收藏餅乾禮盒,450
391651 , (7L)手摘果物-特大梅粉葡萄乾,25
391706 , OPEN!元本山味付海苔照燒風味,59
391750 , (量)盛香珍綜合堅果巧克力,139
391796 , (量)盛香珍豐葵香瓜子(海鹽),139
391807 , (量)盛香珍開心果,139
392012 , (區)統洋有機豆乳(濃度UP)360ml,39
392013 , (區)統洋有機黑豆乳(濃度UP),39
392014 , (區)統洋有機無糖豆乳(濃度UP),39
392021 , (量)TOMICA棉花糖(草莓風味),99
392028 , (量)美元蜜餞嚴選台灣好味,259
392059 , (2L)黑羚羊調和威士忌 200ml,135
392092 , (區)石安牧場柔滑布丁,45
392101 , (量)良澔片烤海苔-魷魚風味,89
392108 , (量)好多小雞組合包,219
392113 , (量)正福堂香港桃酥,109
392119 , (量)77乳加123g,60
392140 , 波的多洋芋片夾鏈包蚵仔煎口味,99
392150 , (量)華元三色野菜園,59
392198 , 虱目魚丸(整包8入),128
392239 , (量)波的多洋芋片-炭烤明蝦風味,59
392276 , (量)波的多洋芋片 香濃起司風味,59
392362 , (小)燭光原味雪茄,70
392371 , (小)哈維士雪茄紅10支裝,65
392378 , 閱讀高鐵手帳本,100
392393 , 玩樂高鐵手帳本,100
392396 , 黑惡魔香菸,140
392413 , (區)水麥芽-手撕蛋糕,110
392415 , 竹葉堂黑糖蕨餅,49
392462 , G)日本Natori醬燒竹莢魚19g,59
392514 , (選)魔幻羅藍 分子氣泡酒 375ml,599
392515 , (選)魔幻麝香 分子氣泡酒 375ml,599
392527 , (小)哈維士雪茄白10支裝,65
392549 , (小)哈維士雪茄黃10支裝,65
392560 , 高鐵插畫餐具組,290
392562 , 閱讀高鐵資料袋,100
392567 , 閱讀高鐵方巾,120
392568 , 玩樂高鐵資料袋,100
392599 , 昂舒巴黎焦糖布蕾泡芙,59
392620 , 玩樂高鐵方巾,120
392635 , OPEN!蜂蜜檸檬吸凍飲PP220,39
392661 , (7L)手摘果物-甘草梅李,25
392665 , 富錦樹台菜香檳巴斯克蛋糕,79
392667 , (7L)手摘果物-仙楂丸,25
392671 , (7L)手摘果物-蜂蜜無籽梅肉,25
392674 , 台積電-證件套組,58
392697 , (7L)手摘果物-烏梅絲,25
392703 , (7L)手摘果物-酸酸李,25
392705 , G)日本Natori五連串小魚乾(4gX5),99
392729 , (區)台酒花雕雞麵-袋3入,174
392737 , G)泰國TONG GARDEN豌豆-墨魚風味,39
392759 , G)泰國TONG GARDEN蠶豆-螃蟹風味,39
392825 , (神)MJ茄芷零錢包-好物,100
392828 , (神)MJ茄芷三角筆袋-好物,100
392834 , (神)馬祖好食淡菜煎貝-愛,120
392836 , LITEM 小小兵爆米花收納盒-黃,169
392849 , (神)海鮮鍋燒意麵-食,49
392857 , LITEM 小小兵爆米花收納盒-藍,169
392880 , 麥香阿薩姆紅茶PET975,35
392884 , (神)馬祖老酒風味蝦煎貝-愛,120
392905 , OPEN!雙葡萄吸凍飲PP220,39
392954 , (區)醬釀滋潤美膚皂,120
393007 , 2O)啤酒肚芒果雪花冰啤酒,89
393022 , 佩佩豬吸塵器遊戲組,550
393031 , 佩佩豬冰箱遊戲,550
393087 , 佩佩豬杯子蛋糕遊戲組,599
393091 , 預)可愛熊聲光彈射彈珠台-粉,899
393115 , G)雪肌粹輕旅行淨白保養組,399
393116 , G)雪肌粹淨白化妝水M,399
393120 , G)雪肌粹淨白乳液M,399
393121 , G)雪肌粹淨白美肌凝凍M,399
393130 , G)雪肌粹潔淨卸妝油,329
393133 , A760KT甜蜜廚房,350
393147 , T261工程車隊,150
393149 , T246起重車積木組,160
393159 , T323小汽車八入組,240
393170 , T324手提軌道組,120
393194 , (時)蠟筆小新刺繡少女襪SC-A305,79
393196 , T325鯊魚變體組,139
393211 , 寶可夢大冒險系列,299
393219 , 樂佩髮妝組,349
393244 , 我的健康日記夜食酵素2入,59
393253 , D082 趣味撈魚,199
393257 , (預)法拉利遙控車,650
393266 , (預)保時捷遙控車,650
393274 , (預)消防船積木,650
393290 , (預)恐龍樂園,599
393295 , (時)蠟筆小新刺繡少女襪SC-A307,79
393311 , (神)MJ豆豉小魚醬-好食,280
393312 , (神)MJ香辣鵝油-好食,285
393319 , (神)MJ純鵝油-好食,225
393321 , (神)干貝醬-好食,350
393329 , (時)蠟筆小新刺繡少女襪SC-A306,79
393345 , 1：24遙控模型車-LAMBORGHINI,399
393355 , (神)貝林鐵罐清涼爽身粉,69
393362 , (神)皇冠白雪公主痱子粉,69
393394 , 博仁堂仙楂洛梅飲PET290,39
393395 , (時)復仇者聯盟小方巾ML-DI004,149
393402 , (時)小熊維尼系列童巾WP-DB005,69
393405 , (時)冰雪奇緣系列小方巾FZ-DI003,149
393406 , (時)寶可夢童巾PK-DB004,69
393408 , (時)小熊維尼系列小方巾WP-DI003,149
393410 , (時)寶可夢大浴巾PK-DC002,399
393421 , (時)復仇者聯盟系列毛巾ML-DB007,69
393422 , (時)迪士尼公主系列童巾PR-DB010,69
393431 , 預)和風甜點入浴球,180
393442 , (素)弘陽-東山風味滷味,49
393449 , 預)美味壽司入浴球,180
393457 , 汪汪隊立大功-玩具風扇(附糖果),159
393468 , 預)美味麵包造型入浴球,150
393475 , (時)剪絨米飛童巾(混色),69
393478 , (時)剪絨米飛浴巾(混色),299
393495 , (時)儂儂石墨烯毛巾單入(混色),69
393521 , 韓國蠟筆小新印章糖果,69
393528 , 蠟筆小新DIY可可筆,59
393560 , 高鐵窗景橡擦組-南,120
393562 , G)日本黑雷神黑糖巧克力風味餅乾,29
393575 , 博仁堂冰糖桂花銀耳,49
393587 , 高鐵窗景橡擦組-中,120
393590 , 高鐵窗景橡擦組-北,120
393601 , (區)統一生機有機黑豆漿245ml,39
393629 , 閱讀高鐵束口袋,180
393652 , 哈囉高鐵束口袋,180
393666 , 預)御飯糰造型入浴球Ⅱ,160
393690 , 及第小籠湯包,55
393698 , (區)北海鱈魚香絲212g,209
393699 , 蜜蜂工坊-蜂蜜牛奶,39
393709 , 愛之味油切分解茶PET590-(四入),140
393712 , 寶礦力水得PET580(4入),116
393768 , 及第豬肉熟水餃,55
393822 , (糖)TOTO小熊巧克力蛋糕,25
393868 , 尊爵G1,100
393869 , 新樂園1號香菸,85
393872 , 尊爵G7,100
393873 , 長壽白軟包菸,95
393881 , 新樂園5號香菸,85
393925 , 新樂園10號香菸,85
393927 , 新樂園7號香菸,85
394025 , (素)慢活匠海苔夾心脆片(杏仁片),99
394045 , (素)慢活匠海苔夾心脆片(紫米),99
394213 , (區)黑橋牌黑胡椒杏仁脆片肉捲,160
394226 , (區)黑橋牌芝麻杏仁脆片肉捲,160
394253 , 葡萄酒開瓶器,75
394263 , 蕾妮亞零觸感量多加長25cm8片,79
394290 , 預)韓NatureGarden 浪漫花香香氛,99
394294 , 酷聖石 怪物彈珠 聯名紙杯,0
394347 , 預)韓Nature Garden桃子紫丁香氛,99
394348 , 旺寶厚濕巾80抽小新動感超人(前),99
394373 , 預)韓NatureGarden棉花麝香香氛,99
394384 , 旺寶厚濕巾80抽小新夏日狂歡(後),99
394388 , 預)韓Nature Garden紫羅蘭香氛,99
394399 , 沙威隆迷你抗菌濕巾BT21北歐花園,59
394402 , 預)韓NatureGarden鳶尾花香香氛,99
394419 , 法國普羅旺斯玫瑰香氛護手霜,79
394424 , 法國普羅旺斯薰衣草香氛護手霜,79
394446 , 法國普羅旺斯茉莉花香氛護手霜,79
394464 , 法國普羅旺斯柑橘馬鞭草護手霜,79
394481 , (滷)雞心串(整包6串),210
394490 , 預)韓NatureGarden海洋泡泡香氛,99
394513 , 預)韓NatureGarden果汁甜心香氛,99
394525 , 預)韓NatureGarden花香皂香氛,99
394546 , 預)韓NatureGarden嬰兒清香香氛,99
394560 , 西班牙SANDARA微氣泡葡萄酒-血橙,129
394562 , 2O)可倫堡1664桃紅啤酒,79
394588 , 潘婷乳液修護洗髮乳700克,245
394599 , 西班牙SANDARA微氣泡葡萄酒-檸檬,129
394601 , 預)韓NatureGarden陽光牡丹香氛,99
394610 , 2O)樂堡-1°C冰釀啤酒,89
394651 , K)預-20240506測試商品,0
394668 , 愛之味分解茶雙纖麥茶PET590,35
394685 , 2O)三得利微醉調酒-金色沙瓦,54
394711 , 天地合補官燕窩5入附美顏飲3入,899
394755 , 金牌台灣啤酒330ml6入Casetify,209
394766 , 立頓焙茶歐蕾PET425,35
394875 , 2O)臺虎精釀早安美汁橙啤酒500ml,99
394886 , 尊爵白金GI國際包,120
394897 , 1：24遙控模型車-AUDI,399
394930 , D081 小馬電話機,199
394935 , 滿天星泡泡劍,199
394996 , T290彈射合金車,199
395013 , T061組裝合金工程車,250
395033 , T326娃娃屋歌手派對,150
395036 , T327音樂相機,150
395052 , T328組裝工程車,199
395062 , 世界名車 1：24,499
395082 , (小)長壽白軟包7毫克菸,95
395085 , 維斯塔5毫克,100
395088 , F157 歡樂猜拳遊戲機,99
395094 , (小)維斯塔7毫克,100
395103 , 2oz(優)-統一布丁QQ冰淇淋59元,59
395129 , 3oz(優)-統一布丁QQ冰淇淋89元,89
395130 , 葡萄王人蔘王養身飲6入禮盒,599
395136 , (區)統一生機海鹽洋芋片孜然風味,49
395170 , 好自在液體材質衛生棉27cm10片,149
395172 , 葡萄王靈芝王精華飲6入禮盒,599
395177 , (預)一匙靈EX植萃低敏洗衣精900g,99
395182 , K)RUIYI舒適棉素色長襪-R1007M黑,69
395201 , K)快潔適抗菌洗手乳-柑橘300ml,99
395239 , 韓國CHOCHOsLAB寶藏眼影金色楓糖,360
395241 , K)360度蕾絲止滑襪套-黑,59
395256 , 韓國CHOCHOsLAB寶藏眼影楓紅櫻桃,360
395273 , 量)好來雙重功效牙膏2+1超值組,298
395276 , 韓國CHOCHOsLAB絲滑唇膏絲質玫瑰,280
395293 , 金賓威士忌0.7L多功能收納袋組,480
395297 , 哈瓦那蘭姆酒迷你酒組,598
395370 , K)高視能鐵塔棕日拋10入-2.75,299
395403 , 七星軟包20支,130
395406 , 2O)金色三麥RIZZ西班牙果酒,99
395407 , 七星特仕香煙,135
395439 , 七星國際包,150
395458 , (7f)太陽履歷辣椒100g,60
395464 , 七星雙味晶球,125
395471 , 哈囉高鐵證件套,60
395487 , (集點)金牌啤酒330cc罐,37
395500 , (7f)太陽履歷蒜米300g,131
395510 , 玩樂高鐵證件套,60
395520 , (7f)太陽履歷蒜頭300g,125
395556 , 七星1毫克硬盒,130
395585 , 量)高露潔三重功效牙膏2+1超值組,298
395643 , 樂迪23 紫薄荷23支,100
395664 , 美麗日記修護能亮黑珍珠面膜6入,250
395672 , 大型工程吊車,240
395749 , 馬爾斯M9,90
395753 , 尊爵G5,100
395774 , 六入小車隊(消防隊),350
395779 , PowerMate可可麥芽牛奶CAN240,35
395789 , HIS＆HERS義式布丁-經典原味,35
395814 , 阿帕契攻擊直升機,260
395863 , (退貨專用)金牌ONE330再來一罐,35
395873 , 白蘭氏黑醋栗金盞花葉黃素精華飲,69
395874 , 角落小夥伴手指偶,180
395892 , D056 摩輪環保清潔車,199
395928 , A753KT氣球遊戲組,199
395992 , 焗烤雙起司鮪魚三明治,49
396007 , 七星天藍香菸24支,150
396009 , 韓國CHOCHOsLAB絲絨腮紅甜柔玫瑰,280
396039 , 寶卡卡OPEN!醬烤雞肉串口味,45
